
========================================================================
RUN STARTED  2026-06-17 15:25:51
site_pipeline.py https://www.turing.com/
========================================================================

[15:25:51 +0s | turing] === 0 crawl site ===
[15:25:52 +1s | turing] [INIT].... → Crawl4AI 0.8.6 
[15:25:53 +3s | turing] [FETCH]... ↓ https://www.turing.com/                                                                              | ✓ | ⏱: 1.24s 
[16:24:07 +58m 16s | turing] Extracting: https://customers.turing.com/services/company (31/44), chunk 4/7
[16:24:12 +58m 21s | turing] Extracting: https://customers.turing.com/services/company (31/44), chunk 5/7
[16:24:18 +58m 27s | turing] Extracting: https://customers.turing.com/services/company (31/44), chunk 6/7
[16:24:23 +58m 33s | turing] Extracting: https://customers.turing.com/services/company (31/44), chunk 7/7
[16:24:32 +58m 41s | turing] Repaired malformed JSON.
[16:24:32 +58m 41s | turing] Reading page (32/44): https://www.turing.com/advance
[16:24:32 +58m 41s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 1/14
[16:24:35 +58m 44s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 2/14
[16:24:38 +58m 47s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 3/14
[16:24:46 +58m 55s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 4/14
[16:24:56 +59m 5s | turing] Repaired malformed JSON.
[16:24:56 +59m 5s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 5/14
[16:25:02 +59m 12s | turing] Repaired malformed JSON.
[16:25:02 +59m 12s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 6/14
[16:25:09 +59m 18s | turing] Repaired malformed JSON.
[16:25:09 +59m 18s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 7/14
[16:25:17 +59m 26s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 8/14
[16:25:25 +59m 34s | turing] Repaired malformed JSON.
[16:25:25 +59m 34s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 9/14
[16:25:30 +59m 39s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 10/14
[16:25:39 +59m 49s | turing] Repaired malformed JSON.
[16:25:39 +59m 49s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 11/14
[16:25:50 +59m 59s | turing] Repaired malformed JSON.
[16:25:50 +59m 59s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 12/14
[16:25:55 +1h 0m 5s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 13/14
[16:26:04 +1h 0m 14s | turing] Repaired malformed JSON.
[16:26:04 +1h 0m 14s | turing] Extracting: https://www.turing.com/advance (32/44), chunk 14/14
[16:26:08 +1h 0m 17s | turing] Reading page (33/44): https://www.turing.com/blog/agi-advance-newsletter-66
[16:26:08 +1h 0m 17s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 1/16
[16:26:14 +1h 0m 23s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 2/16
[16:26:22 +1h 0m 31s | turing] Repaired malformed JSON.
[16:26:22 +1h 0m 31s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 3/16
[16:26:28 +1h 0m 37s | turing] Repaired malformed JSON.
[16:26:28 +1h 0m 37s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 4/16
[16:26:32 +1h 0m 41s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 5/16
[16:26:41 +1h 0m 50s | turing] Repaired malformed JSON.
[16:26:41 +1h 0m 50s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 6/16
[16:26:51 +1h 1m 0s | turing] Repaired malformed JSON.
[16:26:51 +1h 1m 0s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 7/16
[16:27:05 +1h 1m 14s | turing] Repaired malformed JSON.
[16:27:05 +1h 1m 14s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 8/16
[16:27:12 +1h 1m 21s | turing] Repaired malformed JSON.
[16:27:12 +1h 1m 21s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 9/16
[16:27:18 +1h 1m 27s | turing] Repaired malformed JSON.
[16:27:18 +1h 1m 27s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 10/16
[16:27:25 +1h 1m 34s | turing] Repaired malformed JSON.
[16:27:25 +1h 1m 34s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 11/16
[16:27:32 +1h 1m 42s | turing] Repaired malformed JSON.
[16:27:32 +1h 1m 42s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 12/16
[16:27:39 +1h 1m 48s | turing] Repaired malformed JSON.
[16:27:39 +1h 1m 48s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 13/16
[16:27:48 +1h 1m 57s | turing] Repaired malformed JSON.
[16:27:48 +1h 1m 57s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 14/16
[16:27:54 +1h 2m 4s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 15/16
[16:27:59 +1h 2m 8s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-66 (33/44), chunk 16/16
[16:28:07 +1h 2m 16s | turing] Repaired malformed JSON.
[16:28:07 +1h 2m 16s | turing] Reading page (34/44): https://www.turing.com/press
[16:28:07 +1h 2m 16s | turing] Extracting: https://www.turing.com/press (34/44), chunk 1/11
[16:28:11 +1h 2m 20s | turing] Extracting: https://www.turing.com/press (34/44), chunk 2/11
[16:28:15 +1h 2m 24s | turing] Extracting: https://www.turing.com/press (34/44), chunk 3/11
[16:28:18 +1h 2m 27s | turing] Extracting: https://www.turing.com/press (34/44), chunk 4/11
[16:28:26 +1h 2m 36s | turing] Repaired malformed JSON.
[16:28:26 +1h 2m 36s | turing] Extracting: https://www.turing.com/press (34/44), chunk 5/11
[16:28:35 +1h 2m 44s | turing] Repaired malformed JSON.
[16:28:35 +1h 2m 44s | turing] Extracting: https://www.turing.com/press (34/44), chunk 6/11
[16:28:43 +1h 2m 52s | turing] Repaired malformed JSON.
[16:28:43 +1h 2m 52s | turing] Extracting: https://www.turing.com/press (34/44), chunk 7/11
[16:28:51 +1h 3m 0s | turing] Repaired malformed JSON.
[16:28:51 +1h 3m 0s | turing] Extracting: https://www.turing.com/press (34/44), chunk 8/11
[16:28:57 +1h 3m 6s | turing] Repaired malformed JSON.
[16:28:57 +1h 3m 6s | turing] Extracting: https://www.turing.com/press (34/44), chunk 9/11
[16:29:01 +1h 3m 10s | turing] Extracting: https://www.turing.com/press (34/44), chunk 10/11
[16:29:05 +1h 3m 14s | turing] Extracting: https://www.turing.com/press (34/44), chunk 11/11
[16:29:14 +1h 3m 23s | turing] Reading page (35/44): https://www.turing.com/blog/agi-advance-newsletter-62
[16:29:14 +1h 3m 23s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 1/14
[16:29:18 +1h 3m 27s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 2/14
[16:29:28 +1h 3m 38s | turing] Repaired malformed JSON.
[16:29:28 +1h 3m 38s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 3/14
[16:29:35 +1h 3m 45s | turing] Repaired malformed JSON.
[16:29:35 +1h 3m 45s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 4/14
[16:29:45 +1h 3m 54s | turing] Repaired malformed JSON.
[16:29:45 +1h 3m 54s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 5/14
[16:29:52 +1h 4m 1s | turing] Repaired malformed JSON.
[16:29:52 +1h 4m 1s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 6/14
[16:30:01 +1h 4m 10s | turing] Repaired malformed JSON.
[16:30:01 +1h 4m 10s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 7/14
[16:30:10 +1h 4m 19s | turing] Repaired malformed JSON.
[16:30:10 +1h 4m 19s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 8/14
[16:30:16 +1h 4m 26s | turing] Repaired malformed JSON.
[16:30:16 +1h 4m 26s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 9/14
[16:30:23 +1h 4m 32s | turing] Repaired malformed JSON.
[16:30:23 +1h 4m 32s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 10/14
[16:30:33 +1h 4m 42s | turing] Repaired malformed JSON.
[16:30:33 +1h 4m 42s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 11/14
[16:30:41 +1h 4m 50s | turing] Repaired malformed JSON.
[16:30:41 +1h 4m 50s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 12/14
[16:30:46 +1h 4m 55s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 13/14
[16:30:51 +1h 5m 0s | turing] Extracting: https://www.turing.com/blog/agi-advance-newsletter-62 (35/44), chunk 14/14
[16:30:57 +1h 5m 6s | turing] Repaired malformed JSON.
[16:30:57 +1h 5m 6s | turing] Reading page (36/44): https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence
[16:30:57 +1h 5m 6s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 1/13
[16:31:02 +1h 5m 11s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 2/13
[16:31:05 +1h 5m 15s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 3/13
[16:31:09 +1h 5m 18s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 4/13
[16:31:18 +1h 5m 27s | turing] Repaired malformed JSON.
[16:31:18 +1h 5m 27s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 5/13
[16:31:23 +1h 5m 32s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 6/13
[16:31:29 +1h 5m 38s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 7/13
[16:31:33 +1h 5m 43s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 8/13
[16:31:41 +1h 5m 50s | turing] Repaired malformed JSON.
[16:31:41 +1h 5m 50s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 9/13
[16:31:48 +1h 5m 57s | turing] Repaired malformed JSON.
[16:31:48 +1h 5m 57s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 10/13
[16:31:53 +1h 6m 2s | turing] Repaired malformed JSON.
[16:31:53 +1h 6m 2s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 11/13
[16:31:57 +1h 6m 6s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 12/13
[16:32:01 +1h 6m 10s | turing] Extracting: https://www.turing.com/blog/75-years-of-the-turing-test-from-thought-experiment-to-applied-intelligence (36/44), chunk 13/13
[16:32:10 +1h 6m 19s | turing] Repaired malformed JSON.
[16:32:10 +1h 6m 19s | turing] Reading page (37/44): https://research.turing.com/crave
[16:32:10 +1h 6m 19s | turing] Extracting: https://research.turing.com/crave (37/44), chunk 1/5
[16:32:14 +1h 6m 24s | turing] Extracting: https://research.turing.com/crave (37/44), chunk 2/5
[16:32:22 +1h 6m 31s | turing] Repaired malformed JSON.
[16:32:22 +1h 6m 31s | turing] Extracting: https://research.turing.com/crave (37/44), chunk 3/5
[16:32:32 +1h 6m 41s | turing] Repaired malformed JSON.
[16:32:32 +1h 6m 41s | turing] Extracting: https://research.turing.com/crave (37/44), chunk 4/5
[16:32:36 +1h 6m 45s | turing] Extracting: https://research.turing.com/crave (37/44), chunk 5/5
[16:32:45 +1h 6m 54s | turing] Repaired malformed JSON.
[16:32:45 +1h 6m 54s | turing] Reading page (38/44): https://www.turing.com/advance/datasets
[16:32:45 +1h 6m 54s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 1/11
[16:32:49 +1h 6m 59s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 2/11
[16:32:56 +1h 7m 5s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 3/11
[16:33:00 +1h 7m 9s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 4/11
[16:33:08 +1h 7m 17s | turing] Repaired malformed JSON.
[16:33:08 +1h 7m 17s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 5/11
[16:33:15 +1h 7m 24s | turing] Repaired malformed JSON.
[16:33:15 +1h 7m 24s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 6/11
[16:33:22 +1h 7m 32s | turing] Repaired malformed JSON.
[16:33:22 +1h 7m 32s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 7/11
[16:33:30 +1h 7m 39s | turing] Repaired malformed JSON.
[16:33:30 +1h 7m 39s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 8/11
[16:33:37 +1h 7m 46s | turing] Repaired malformed JSON.
[16:33:37 +1h 7m 46s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 9/11
[16:33:42 +1h 7m 51s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 10/11
[16:33:45 +1h 7m 54s | turing] Extracting: https://www.turing.com/advance/datasets (38/44), chunk 11/11
[16:33:51 +1h 8m 0s | turing] Reading page (39/44): https://www.turing.com/intelligence/get-talent
[16:33:51 +1h 8m 0s | turing] Extracting: https://www.turing.com/intelligence/get-talent (39/44), chunk 1/7
[16:33:56 +1h 8m 5s | turing] Extracting: https://www.turing.com/intelligence/get-talent (39/44), chunk 2/7
[16:34:00 +1h 8m 9s | turing] Extracting: https://www.turing.com/intelligence/get-talent (39/44), chunk 3/7
[16:34:04 +1h 8m 13s | turing] Extracting: https://www.turing.com/intelligence/get-talent (39/44), chunk 4/7
[16:34:09 +1h 8m 18s | turing] Extracting: https://www.turing.com/intelligence/get-talent (39/44), chunk 5/7
[16:34:18 +1h 8m 27s | turing] Extracting: https://www.turing.com/intelligence/get-talent (39/44), chunk 6/7
[16:34:21 +1h 8m 30s | turing] Extracting: https://www.turing.com/intelligence/get-talent (39/44), chunk 7/7
[16:34:28 +1h 8m 37s | turing] Repaired malformed JSON.
[16:34:28 +1h 8m 37s | turing] Reading page (40/44): https://www.turing.com/advance/multimodality
[16:34:28 +1h 8m 37s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 1/14
[16:34:32 +1h 8m 41s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 2/14
[16:34:36 +1h 8m 45s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 3/14
[16:34:41 +1h 8m 50s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 4/14
[16:34:49 +1h 8m 58s | turing] Repaired malformed JSON.
[16:34:49 +1h 8m 58s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 5/14
[16:34:57 +1h 9m 6s | turing] Repaired malformed JSON.
[16:34:57 +1h 9m 6s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 6/14
[16:35:07 +1h 9m 16s | turing] Repaired malformed JSON.
[16:35:07 +1h 9m 16s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 7/14
[16:35:13 +1h 9m 23s | turing] Repaired malformed JSON.
[16:35:13 +1h 9m 23s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 8/14
[16:35:17 +1h 9m 26s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 9/14
[16:35:25 +1h 9m 34s | turing] Repaired malformed JSON.
[16:35:25 +1h 9m 34s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 10/14
[16:35:30 +1h 9m 39s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 11/14
[16:35:35 +1h 9m 44s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 12/14
[16:35:41 +1h 9m 51s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 13/14
[16:35:46 +1h 9m 55s | turing] Extracting: https://www.turing.com/advance/multimodality (40/44), chunk 14/14
[16:35:51 +1h 10m 0s | turing] Reading page (41/44): https://www.turing.com/advance/rl-gyms
[16:35:51 +1h 10m 0s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 1/16
[16:35:55 +1h 10m 4s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 2/16
[16:35:58 +1h 10m 8s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 3/16
[16:36:03 +1h 10m 12s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 4/16
[16:36:14 +1h 10m 23s | turing] Repaired malformed JSON.
[16:36:14 +1h 10m 23s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 5/16
[16:36:20 +1h 10m 30s | turing] Repaired malformed JSON.
[16:36:20 +1h 10m 30s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 6/16
[16:36:31 +1h 10m 40s | turing] Repaired malformed JSON.
[16:36:31 +1h 10m 40s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 7/16
[16:36:34 +1h 10m 44s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 8/16
[16:36:39 +1h 10m 49s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 9/16
[16:36:46 +1h 10m 55s | turing] Repaired malformed JSON.
[16:36:46 +1h 10m 55s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 10/16
[16:36:53 +1h 11m 2s | turing] Repaired malformed JSON.
[16:36:53 +1h 11m 2s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 11/16
[16:36:58 +1h 11m 7s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 12/16
[16:37:05 +1h 11m 14s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 13/16
[16:37:12 +1h 11m 21s | turing] Repaired malformed JSON.
[16:37:12 +1h 11m 21s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 14/16
[16:37:18 +1h 11m 27s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 15/16
[16:37:22 +1h 11m 31s | turing] Extracting: https://www.turing.com/advance/rl-gyms (41/44), chunk 16/16
[16:37:29 +1h 11m 38s | turing] Repaired malformed JSON.
[16:37:29 +1h 11m 38s | turing] Reading page (42/44): https://www.turing.com/blog/passing-the-turing-test-whats-next
[16:37:29 +1h 11m 38s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 1/11
[16:37:33 +1h 11m 42s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 2/11
[16:37:38 +1h 11m 47s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 3/11
[16:37:44 +1h 11m 53s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 4/11
[16:37:51 +1h 12m 0s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 5/11
[16:37:58 +1h 12m 7s | turing] Repaired malformed JSON.
[16:37:58 +1h 12m 7s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 6/11
[16:38:07 +1h 12m 16s | turing] Repaired malformed JSON.
[16:38:07 +1h 12m 16s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 7/11
[16:38:17 +1h 12m 26s | turing] Repaired malformed JSON.
[16:38:17 +1h 12m 26s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 8/11
[16:38:24 +1h 12m 33s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 9/11
[16:38:34 +1h 12m 43s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 10/11
[16:38:39 +1h 12m 48s | turing] Extracting: https://www.turing.com/blog/passing-the-turing-test-whats-next (42/44), chunk 11/11
[16:38:47 +1h 12m 56s | turing] Repaired malformed JSON.
[16:38:47 +1h 12m 57s | turing] Reading page (43/44): https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress
[16:38:47 +1h 12m 57s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 1/14
[16:38:51 +1h 13m 0s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 2/14
[16:38:57 +1h 13m 6s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 3/14
[16:39:01 +1h 13m 10s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 4/14
[16:39:09 +1h 13m 18s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 5/14
[16:39:19 +1h 13m 29s | turing] Repaired malformed JSON.
[16:39:19 +1h 13m 29s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 6/14
[16:39:28 +1h 13m 37s | turing] Repaired malformed JSON.
[16:39:28 +1h 13m 37s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 7/14
[16:39:35 +1h 13m 44s | turing] Repaired malformed JSON.
[16:39:35 +1h 13m 44s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 8/14
[16:39:42 +1h 13m 51s | turing] Repaired malformed JSON.
[16:39:42 +1h 13m 51s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 9/14
[16:39:50 +1h 13m 59s | turing] Repaired malformed JSON.
[16:39:50 +1h 13m 59s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 10/14
[16:39:57 +1h 14m 6s | turing] Repaired malformed JSON.
[16:39:57 +1h 14m 6s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 11/14
[16:40:04 +1h 14m 13s | turing] Repaired malformed JSON.
[16:40:04 +1h 14m 13s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 12/14
[16:40:09 +1h 14m 18s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 13/14
[16:40:14 +1h 14m 23s | turing] Extracting: https://www.turing.com/blog/beyond-the-turing-test-redefining-ai-progress (43/44), chunk 14/14
[16:40:19 +1h 14m 29s | turing] Repaired malformed JSON.
[16:40:19 +1h 14m 29s | turing] Saved 1_actor_results.json with 902 extracted records

[16:40:20 +1h 14m 29s | turing] === 2 clean actors ===
[16:40:25 +1h 14m 34s | turing] Loaded 902 extracted records
[16:40:25 +1h 14m 34s | turing] Saved 2_actor_nodes.json with 70 canonical actor nodes

[16:40:25 +1h 14m 34s | turing] === 3 interaction extraction ===
[16:40:26 +1h 14m 35s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 1/13
[16:40:30 +1h 14m 39s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 2/13
[16:40:32 +1h 14m 41s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 3/13
[16:40:36 +1h 14m 46s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 4/13
[16:40:40 +1h 14m 49s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 5/13
[16:40:44 +1h 14m 53s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 6/13
[16:40:52 +1h 15m 1s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 7/13
[16:41:00 +1h 15m 10s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 8/13
[16:41:02 +1h 15m 11s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 9/13
[16:41:06 +1h 15m 15s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 10/13
[16:41:11 +1h 15m 20s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 11/13
[16:41:23 +1h 15m 32s | turing] Extracting interactions: https://www.turing.com/blog/agi-advance-newsletter-68 (1/44), chunk 12/13
[16:41:25 +1h 15m 34s | turing] Extracting interactions: https://www.turing.com/advance/safety (2/44), chunk 1/14
[16:41:28 +1h 15m 37s | turing] Extracting interactions: https://www.turing.com/advance/safety (2/44), chunk 2/14
[16:41:34 +1h 15m 43s | turing] Extracting interactions: https://www.turing.com/advance/safety (2/44), chunk 3/14
[16:41:37 +1h 15m 46s | turing] Extracting interactions: https://www.turing.com/advance/safety (2/44), chunk 11/14
[16:41:40 +1h 15m 49s | turing] Extracting interactions: https://www.turing.com/advance/safety (2/44), chunk 12/14
[16:41:47 +1h 15m 57s | turing] Extracting interactions: https://www.turing.com/advance/safety (2/44), chunk 13/14
[16:41:49 +1h 15m 58s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 1/10
[16:41:52 +1h 16m 1s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 2/10
[16:41:58 +1h 16m 7s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 3/10
[16:42:01 +1h 16m 10s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 5/10
[16:42:07 +1h 16m 16s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 6/10
[16:42:14 +1h 16m 23s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 7/10
[16:42:25 +1h 16m 34s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 8/10
[16:42:34 +1h 16m 43s | turing] Extracting interactions: https://www.turing.com/blog/data-and-deployment-loop (3/44), chunk 9/10
[16:42:35 +1h 16m 44s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 1/16
[16:42:41 +1h 16m 50s | turing] Extracting interactions: https://www.turing.com/blog/rethinking-ai-benchmarks-for-real-world-impact (4/44), chunk 2/16
