
========================================================================
RUN STARTED  2026-06-17 01:15:44
site_pipeline.py https://eleqtron.com/
========================================================================

[01:15:44 +0s | eleqtron] === 0 crawl site ===
[01:15:49 +2s | eleqtron] [INIT].... → Crawl4AI 0.8.6 
[01:15:52 +5s | eleqtron] [FETCH]... ↓ https://eleqtron.com/                                                                                | ✓ | ⏱: 2.49s 
[01:43:38 +25m 59s | eleqtron] Extracting: https://eleqtron.com/produkt (31/53), chunk 8/12
[01:43:42 +26m 4s | eleqtron] Extracting: https://eleqtron.com/produkt (31/53), chunk 9/12
[01:43:48 +26m 7s | eleqtron] Extracting: https://eleqtron.com/produkt (31/53), chunk 10/12
[01:43:52 +26m 11s | eleqtron] Extracting: https://eleqtron.com/produkt (31/53), chunk 11/12
[01:43:55 +26m 15s | eleqtron] Extracting: https://eleqtron.com/produkt (31/53), chunk 12/12
[01:43:59 +26m 19s | eleqtron] Reading page (32/53): https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d
[01:43:59 +26m 19s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 1/11
[01:44:03 +26m 22s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 2/11
[01:44:09 +26m 29s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 3/11
[01:44:14 +26m 33s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 4/11
[01:44:22 +26m 39s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 5/11
[01:44:28 +26m 45s | eleqtron] Repaired malformed JSON.
[01:44:28 +26m 45s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 6/11
[01:44:35 +26m 52s | eleqtron] Repaired malformed JSON.
[01:44:35 +26m 52s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 7/11
[01:44:42 +26m 59s | eleqtron] Repaired malformed JSON.
[01:44:42 +26m 59s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 8/11
[01:44:46 +27m 3s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 9/11
[01:44:50 +27m 7s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 10/11
[01:44:58 +27m 12s | eleqtron] Extracting: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 11/11
[01:45:02 +27m 16s | eleqtron] Reading page (33/53): https://eleqtron.com/event/spring-school-2026
[01:45:02 +27m 16s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 1/15
[01:45:05 +27m 19s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 2/15
[01:45:13 +27m 27s | eleqtron] Repaired malformed JSON.
[01:45:13 +27m 27s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 3/15
[01:45:21 +27m 35s | eleqtron] Repaired malformed JSON.
[01:45:21 +27m 35s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 4/15
[01:45:27 +27m 42s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 5/15
[01:45:34 +27m 46s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 6/15
[01:45:40 +27m 52s | eleqtron] Repaired malformed JSON.
[01:45:40 +27m 52s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 7/15
[01:45:47 +27m 59s | eleqtron] Repaired malformed JSON.
[01:45:47 +27m 59s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 8/15
[01:45:51 +28m 2s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 9/15
[01:45:54 +28m 6s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 10/15
[01:46:01 +28m 12s | eleqtron] Repaired malformed JSON.
[01:46:01 +28m 12s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 11/15
[01:46:11 +28m 20s | eleqtron] Repaired malformed JSON.
[01:46:11 +28m 20s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 12/15
[01:46:19 +28m 29s | eleqtron] Repaired malformed JSON.
[01:46:19 +28m 29s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 13/15
[01:46:23 +28m 32s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 14/15
[01:46:27 +28m 36s | eleqtron] Extracting: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 15/15
[01:46:31 +28m 40s | eleqtron] Reading page (34/53): https://eleqtron.com/en/events
[01:46:31 +28m 40s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 1/10
[01:46:35 +28m 44s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 2/10
[01:46:43 +28m 50s | eleqtron] Repaired malformed JSON.
[01:46:43 +28m 50s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 3/10
[01:46:50 +28m 57s | eleqtron] Repaired malformed JSON.
[01:46:50 +28m 57s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 4/10
[01:46:56 +29m 2s | eleqtron] Repaired malformed JSON.
[01:46:56 +29m 2s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 5/10
[01:47:01 +29m 8s | eleqtron] Repaired malformed JSON.
[01:47:01 +29m 8s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 6/10
[01:47:09 +29m 16s | eleqtron] Repaired malformed JSON.
[01:47:09 +29m 16s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 7/10
[01:47:18 +29m 23s | eleqtron] Repaired malformed JSON.
[01:47:18 +29m 23s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 8/10
[01:47:24 +29m 28s | eleqtron] Repaired malformed JSON.
[01:47:24 +29m 28s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 9/10
[01:47:32 +29m 36s | eleqtron] Repaired malformed JSON.
[01:47:32 +29m 36s | eleqtron] Extracting: https://eleqtron.com/en/events (34/53), chunk 10/10
[01:47:39 +29m 43s | eleqtron] Repaired malformed JSON.
[01:47:39 +29m 43s | eleqtron] Reading page (35/53): https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab
[01:47:39 +29m 43s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 1/13
[01:47:43 +29m 48s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 2/13
[01:47:52 +29m 54s | eleqtron] Repaired malformed JSON.
[01:47:52 +29m 54s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 3/13
[01:47:59 +30m 0s | eleqtron] Repaired malformed JSON.
[01:47:59 +30m 0s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 4/13
[01:48:06 +30m 8s | eleqtron] Repaired malformed JSON.
[01:48:06 +30m 8s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 5/13
[01:48:11 +30m 13s | eleqtron] Repaired malformed JSON.
[01:48:11 +30m 13s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 6/13
[01:48:17 +30m 19s | eleqtron] Repaired malformed JSON.
[01:48:17 +30m 19s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 7/13
[01:48:27 +30m 26s | eleqtron] Repaired malformed JSON.
[01:48:27 +30m 26s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 8/13
[01:48:37 +30m 36s | eleqtron] Repaired malformed JSON.
[01:48:37 +30m 36s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 9/13
[01:48:43 +30m 42s | eleqtron] Repaired malformed JSON.
[01:48:43 +30m 42s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 10/13
[01:48:49 +30m 48s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 11/13
[01:48:53 +30m 52s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 12/13
[01:49:00 +30m 57s | eleqtron] Extracting: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 13/13
[01:49:07 +31m 4s | eleqtron] Repaired malformed JSON.
[01:49:07 +31m 4s | eleqtron] Reading page (36/53): https://eleqtron.com/event/vivatech-2026
[01:49:07 +31m 4s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 1/9
[01:49:08 +31m 5s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 2/9
[01:49:15 +31m 12s | eleqtron] Repaired malformed JSON.
[01:49:15 +31m 12s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 3/9
[01:49:21 +31m 18s | eleqtron] Repaired malformed JSON.
[01:49:21 +31m 18s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 4/9
[01:49:26 +31m 23s | eleqtron] Repaired malformed JSON.
[01:49:26 +31m 23s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 5/9
[01:49:35 +31m 29s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 6/9
[01:49:41 +31m 36s | eleqtron] Repaired malformed JSON.
[01:49:41 +31m 36s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 7/9
[01:49:49 +31m 43s | eleqtron] Repaired malformed JSON.
[01:49:49 +31m 43s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 8/9
[01:49:58 +31m 52s | eleqtron] Repaired malformed JSON.
[01:49:58 +31m 52s | eleqtron] Extracting: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 9/9
[01:50:01 +31m 55s | eleqtron] Reading page (37/53): https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus
[01:50:01 +31m 55s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 1/8
[01:50:10 +32m 2s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 2/8
[01:50:18 +32m 10s | eleqtron] Repaired malformed JSON.
[01:50:18 +32m 10s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 3/8
[01:50:25 +32m 17s | eleqtron] Repaired malformed JSON.
[01:50:25 +32m 17s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 4/8
[01:50:32 +32m 24s | eleqtron] Repaired malformed JSON.
[01:50:32 +32m 24s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 5/8
[01:50:40 +32m 32s | eleqtron] Repaired malformed JSON.
[01:50:40 +32m 32s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 6/8
[01:50:50 +32m 39s | eleqtron] Repaired malformed JSON.
[01:50:50 +32m 39s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 7/8
[01:50:56 +32m 45s | eleqtron] Repaired malformed JSON.
[01:50:56 +32m 45s | eleqtron] Extracting: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 8/8
[01:51:02 +32m 51s | eleqtron] Repaired malformed JSON.
[01:51:02 +32m 51s | eleqtron] Reading page (38/53): https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d
[01:51:02 +32m 51s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 1/10
[01:51:08 +32m 57s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 2/10
[01:51:11 +33m 0s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 3/10
[01:51:18 +33m 4s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 4/10
[01:51:23 +33m 10s | eleqtron] Repaired malformed JSON.
[01:51:23 +33m 10s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 5/10
[01:51:27 +33m 14s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 6/10
[01:51:33 +33m 20s | eleqtron] Repaired malformed JSON.
[01:51:33 +33m 20s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 7/10
[01:51:39 +33m 26s | eleqtron] Repaired malformed JSON.
[01:51:39 +33m 26s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 8/10
[01:51:43 +33m 30s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 9/10
[01:51:48 +33m 34s | eleqtron] Extracting: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 10/10
[01:51:55 +33m 39s | eleqtron] Reading page (39/53): https://eleqtron.com/event/ein-past-event
[01:51:55 +33m 39s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 1/11
[01:51:59 +33m 43s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 2/11
[01:52:05 +33m 49s | eleqtron] Repaired malformed JSON.
[01:52:05 +33m 49s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 3/11
[01:52:11 +33m 55s | eleqtron] Repaired malformed JSON.
[01:52:11 +33m 55s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 4/11
[01:52:20 +34m 4s | eleqtron] Repaired malformed JSON.
[01:52:20 +34m 4s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 5/11
[01:52:29 +34m 11s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 6/11
[01:52:32 +34m 14s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 7/11
[01:52:39 +34m 22s | eleqtron] Repaired malformed JSON.
[01:52:39 +34m 22s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 8/11
[01:52:44 +34m 27s | eleqtron] Repaired malformed JSON.
[01:52:44 +34m 27s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 9/11
[01:52:53 +34m 36s | eleqtron] Repaired malformed JSON.
[01:52:53 +34m 36s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 10/11
[01:52:55 +34m 37s | eleqtron] Extracting: https://eleqtron.com/event/ein-past-event (39/53), chunk 11/11
[01:52:56 +34m 39s | eleqtron] Reading page (40/53): https://eleqtron.com/wp-content/uploads/2025/05/20220816-sp-eleqtron-0235-scaled-1.jpg
[01:52:56 +34m 39s | eleqtron] Extracting: https://eleqtron.com/wp-content/uploads/2025/05/20220816-sp-eleqtron-0235-scaled-1.jpg (40/53), chunk 1/1
[01:52:58 +34m 40s | eleqtron] Reading page (41/53): https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d
[01:52:58 +34m 40s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 1/10
[01:53:05 +34m 45s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 2/10
[01:53:09 +34m 50s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 3/10
[01:53:18 +34m 58s | eleqtron] Repaired malformed JSON.
[01:53:18 +34m 58s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 4/10
[01:53:22 +35m 2s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 5/10
[01:53:27 +35m 7s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 6/10
[01:53:33 +35m 13s | eleqtron] Repaired malformed JSON.
[01:53:33 +35m 13s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 7/10
[01:53:42 +35m 20s | eleqtron] Repaired malformed JSON.
[01:53:42 +35m 20s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 8/10
[01:53:48 +35m 26s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 9/10
[01:53:54 +35m 32s | eleqtron] Extracting: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 10/10
[01:53:57 +35m 36s | eleqtron] Reading page (42/53): https://eleqtron.com
[01:53:57 +35m 36s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 1/10
[01:54:01 +35m 39s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 2/10
[01:54:07 +35m 45s | eleqtron] Repaired malformed JSON.
[01:54:07 +35m 45s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 3/10
[01:54:16 +35m 52s | eleqtron] Repaired malformed JSON.
[01:54:16 +35m 52s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 4/10
[01:54:22 +35m 58s | eleqtron] Repaired malformed JSON.
[01:54:22 +35m 58s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 5/10
[01:54:28 +36m 4s | eleqtron] Repaired malformed JSON.
[01:54:28 +36m 4s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 6/10
[01:54:35 +36m 12s | eleqtron] Repaired malformed JSON.
[01:54:35 +36m 12s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 7/10
[01:54:41 +36m 17s | eleqtron] Repaired malformed JSON.
[01:54:41 +36m 17s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 8/10
[01:54:49 +36m 23s | eleqtron] Repaired malformed JSON.
[01:54:49 +36m 23s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 9/10
[01:54:52 +36m 26s | eleqtron] Extracting: https://eleqtron.com (42/53), chunk 10/10
[01:54:58 +36m 32s | eleqtron] Repaired malformed JSON.
[01:54:58 +36m 32s | eleqtron] Reading page (44/53): https://eleqtron.com/jobs/hr-operations-manager-m-w-d
[01:54:58 +36m 32s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 1/8
[01:55:01 +36m 35s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 2/8
[01:55:05 +36m 39s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 3/8
[01:55:10 +36m 44s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 4/8
[01:55:15 +36m 49s | eleqtron] Repaired malformed JSON.
[01:55:15 +36m 49s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 5/8
[01:55:21 +36m 52s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 6/8
[01:55:27 +36m 59s | eleqtron] Repaired malformed JSON.
[01:55:27 +36m 59s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 7/8
[01:55:31 +37m 3s | eleqtron] Extracting: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 8/8
[01:55:34 +37m 6s | eleqtron] Reading page (45/53): https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations
[01:55:34 +37m 6s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 1/8
[01:55:39 +37m 10s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 2/8
[01:55:45 +37m 17s | eleqtron] Repaired malformed JSON.
[01:55:45 +37m 17s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 3/8
[01:55:53 +37m 23s | eleqtron] Repaired malformed JSON.
[01:55:53 +37m 23s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 4/8
[01:56:01 +37m 30s | eleqtron] Repaired malformed JSON.
[01:56:01 +37m 30s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 5/8
[01:56:07 +37m 37s | eleqtron] Repaired malformed JSON.
[01:56:07 +37m 37s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 6/8
[01:56:14 +37m 43s | eleqtron] Repaired malformed JSON.
[01:56:14 +37m 43s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 7/8
[01:56:19 +37m 48s | eleqtron] Repaired malformed JSON.
[01:56:19 +37m 48s | eleqtron] Extracting: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 8/8
[01:56:24 +37m 54s | eleqtron] Repaired malformed JSON.
[01:56:24 +37m 54s | eleqtron] Reading page (46/53): https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative
[01:56:24 +37m 54s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 1/9
[01:56:32 +38m 0s | eleqtron] Repaired malformed JSON.
[01:56:32 +38m 0s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 2/9
[01:56:40 +38m 7s | eleqtron] Repaired malformed JSON.
[01:56:40 +38m 7s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 3/9
[01:56:46 +38m 13s | eleqtron] Repaired malformed JSON.
[01:56:46 +38m 13s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 4/9
[01:56:53 +38m 20s | eleqtron] Repaired malformed JSON.
[01:56:53 +38m 20s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 5/9
[01:56:59 +38m 27s | eleqtron] Repaired malformed JSON.
[01:56:59 +38m 27s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 6/9
[01:57:10 +38m 35s | eleqtron] Repaired malformed JSON.
[01:57:10 +38m 35s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 7/9
[01:57:16 +38m 41s | eleqtron] Repaired malformed JSON.
[01:57:16 +38m 41s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 8/9
[01:57:24 +38m 49s | eleqtron] Repaired malformed JSON.
[01:57:24 +38m 49s | eleqtron] Extracting: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 9/9
[01:57:30 +38m 55s | eleqtron] Repaired malformed JSON.
[01:57:30 +38m 56s | eleqtron] Reading page (48/53): https://eleqtron.com/events
[01:57:30 +38m 56s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 1/12
[01:57:38 +39m 1s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 2/12
[01:57:44 +39m 7s | eleqtron] Repaired malformed JSON.
[01:57:44 +39m 7s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 3/12
[01:57:51 +39m 14s | eleqtron] Repaired malformed JSON.
[01:57:51 +39m 14s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 4/12
[01:57:59 +39m 22s | eleqtron] Repaired malformed JSON.
[01:57:59 +39m 22s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 5/12
[01:58:12 +39m 32s | eleqtron] Repaired malformed JSON.
[01:58:12 +39m 32s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 6/12
[01:58:18 +39m 39s | eleqtron] Repaired malformed JSON.
[01:58:18 +39m 39s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 7/12
[01:58:24 +39m 45s | eleqtron] Repaired malformed JSON.
[01:58:24 +39m 45s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 8/12
[01:58:28 +39m 49s | eleqtron] Extracting: https://eleqtron.com/events (48/53), chunk 9/12
