
========================================================================
NEWS BATCH RUN  2026-07-04 22:28:33
========================================================================
  Config file:    /home/lv/IDP/idpdeeptech/pipeline/site_input/news.json
  Output root:    news_outputs/
  Documents:      17421
  Workers:        4
  Crawl depth:    0
  Max pages:      1
  Force redo:     False
  Batch log:      /home/lv/IDP/idpdeeptech/pipeline/news_outputs/batch_logs/batch_20260704_222833.log
========================================================================

[1/17421] 2019-12-10 - Amazon Is Primed For Quantum Computing [c071d770]: skipping (already done; pass --force to redo)
[588/17421] 2024-04-11 - Quantum Circuits Appoints Ray Smets As President And Ceo [dd62b2bc]: skipping (already done; pass --force to redo)
[589/17421] 2024-04-11 - Bioinnovation Institute And Deep Tech Lab Quantum Join Forces To Fund Quantum Companies With Life Science Applications [6aed1cd3]: skipping (already done; pass --force to redo)
[590/17421] 2024-04-11 - Quantum Computing Pioneers Unveil Future Of Supercomputing At Nvidia [445f913c]: skipping (already done; pass --force to redo)
[591/17421] 2024-04-11 - Tomorrows Quantum Hotbeds 7 U S Cities That Could Incubate The Next Great Quantum Technology Ecosystem [489fafea]: skipping (already done; pass --force to redo)
[592/17421] 2024-04-11 - Quantum Advocate Charles Tahan Departs Government Roles Says It Is Now Time To Reauthorize The Nqi Act [3212dd42]: skipping (already done; pass --force to redo)
[593/17421] 2024-04-11 - Governor Polis And Governor Lujan Grisham Urge The Department Of Commerce To Fund The Regional Quantum Partnership With Phase 2 Implementation Grant [19aa171b]: skipping (already done; pass --force to redo)
[594/17421] 2024-04-11 - The Platform For Digital And Quantum Innovation Of Quebec Pinq² And The Quantum Algorithms Institute Qai Announce Strategic Partnership [112f3e1d]: skipping (already done; pass --force to redo)
[595/17421] 2024-04-11 - Ionqs Financial Results Company Beats Full Year Consensus On Revenue And Bookings [78d0bdfb]: skipping (already done; pass --force to redo)
[596/17421] 2024-04-11 - Quantroloxs Quantum Edge Delivers Over 100X Speed Up [3fe79acd]: skipping (already done; pass --force to redo)
[597/17421] 2024-04-11 - Maybell Quantum Announces 25 Million Series A Funding Led By Cerberus [da0a0825]: skipping (already done; pass --force to redo)
[598/17421] 2024-04-11 - French National Quantum Update February 2024 [78829af1]: skipping (already done; pass --force to redo)
[599/17421] 2024-04-11 - Quantware Say Its Next Generation Of Quantum Processors Reach 99 9 Gate Fidelities [3571efd4]: skipping (already done; pass --force to redo)
[600/17421] 2024-04-11 - Quantinuum Deepmind Scientists Use Ai To Minimize Tricky T Gates In Step Toward Practical Quantum Computing [70747844]: skipping (already done; pass --force to redo)
[601/17421] 2024-04-11 - Quantum Computing Pioneers Join Alice Bobs Consultative Board [27e94ee1]: skipping (already done; pass --force to redo)
[602/17421] 2024-04-11 - Qia Officially Launches Qia Technology Forum At The Mobile World Congress 2024 [7758ad3c]: skipping (already done; pass --force to redo)
[603/17421] 2024-04-11 - Too Many Quantum Cooks Why The Pentagon Needs A Quantum Czar [75323659]: skipping (already done; pass --force to redo)
[604/17421] 2024-04-11 - Phasecraft Wins 1 2 Million Uk Government Contract To Develop Quantum Algorithms To Optimise Energy Grids [fd6e62a3]: skipping (already done; pass --force to redo)
[605/17421] 2024-04-11 - Mit Researchers Graphene Advances Could Lead To More Robust Quantum Computing [fb027ab6]: skipping (already done; pass --force to redo)
[606/17421] 2024-04-11 - Xanadu Receives 3 75 Million Cad To Boost Quantum Research Education [ce635971]: skipping (already done; pass --force to redo)
[607/17421] 2024-04-11 - Russian Scientists Expect A 50 Qubit Quantum Computer By End Of 2024 [423a822c]: skipping (already done; pass --force to redo)
[608/17421] 2024-04-11 - In Step Toward Quantum Networks Ionq Generates Photons Entangled With Ions [bac10751]: skipping (already done; pass --force to redo)
[609/17421] 2024-04-11 - Q Ctrl Teams Up With Wolfram Qblox And Others To Deliver A Complete Quantum Computing Toolset [6012fc4d]: skipping (already done; pass --force to redo)
[610/17421] 2024-04-11 - Riverlane Rigetti Computing And Oak Ridge National Laboratory Partner To Improve Hpc Quantum Integration [8892c00c]: skipping (already done; pass --force to redo)
[611/17421] 2024-04-11 - Scientists Develop A Technique To Protect A Quantum Era Metaverse [ecac39f6]: skipping (already done; pass --force to redo)
[612/17421] 2024-04-11 - Scientists Closer To Solving Mysteries Of Universe After Measuring Gravity In Quantum World [a7e37d94]: skipping (already done; pass --force to redo)
[613/17421] 2024-04-11 - France Advances Quantum Technology Export Controls Under New Eu Regulation Framework [fde37c66]: skipping (already done; pass --force to redo)
[614/17421] 2024-04-11 - New Superconducting Flowermon Qubit Boosts Stability Of Quantum Information [6047f61f]: skipping (already done; pass --force to redo)
[615/17421] 2024-04-11 - Diraq Opens New Commercial Laboratory In Sydney To Propel Era Of Fault Tolerant Quantum Computing [05c96fe9]: skipping (already done; pass --force to redo)
[616/17421] 2024-04-12 - Hold March 27 9 A M Et Softbank Telecom Successfully Uses Sandboxaqs Aqtive Guard To Identify Undetected Security Vulnerabilities In Existing It Infrastructure [71b29617]: skipping (already done; pass --force to redo)
[617/17421] 2024-04-12 - Solving Problems Building Bonds A Qa With Quera Team On Participating In Quantum Computing Challenges [d347f6c1]: skipping (already done; pass --force to redo)
[618/17421] 2024-04-12 - Friday April 12 9 A M Et Novonesis Kvantify Perform Enzymatic Reactions With Quantum Computer Hardware [79c17a51]: skipping (already done; pass --force to redo)
[619/17421] 2024-04-12 - Private Quantum Cloud Oxford University Physicists Make Advance In Blind Quantum Computing [c2fe50c0]: skipping (already done; pass --force to redo)
[620/17421] 2024-04-12 - Harnessing The Power Of Neutrality Comparing Neutral Atom Quantum Computing With Other Modalities [52f5f0e1]: skipping (already done; pass --force to redo)
[621/17421] 2024-04-12 - Novo Nordisk Foundation Pledges Dkk 150 Million To Build Research Center To Explore Quantum Sensing For Early Disease Detection Prevention [1ea9a15e]: skipping (already done; pass --force to redo)
[622/17421] 2024-04-12 - Nvidia Accelerates Quantum Computing Exploration At Australias Pawsey Supercomputing Centre [ac41912d]: skipping (already done; pass --force to redo)
[623/17421] 2024-04-12 - Apple Unveils Post Quantum Secure Messaging With Imessage [c3631acc]: skipping (already done; pass --force to redo)
[624/17421] 2024-04-12 - Securing Digital Trust In An Era Dominated By Quantum Computing Ai [d0f52771]: skipping (already done; pass --force to redo)
[625/17421] 2024-04-12 - Illinois Governor Requests 500 Million For Quantum [9a15e5cc]: skipping (already done; pass --force to redo)
[626/17421] 2024-04-12 - Quantum Economics Could A New Economic Paradigm Be Guided By Quantum Models [bf1d3e80]: skipping (already done; pass --force to redo)
[627/17421] 2024-04-12 - Iqm Quantum Computers Achieves A New Benchmark Result On 20 Qubit Quantum Computer [174a887f]: skipping (already done; pass --force to redo)
[628/17421] 2024-04-12 - State Leaders Announce Details Of Legislation To Accelerate Colorados Quantum Ecosystem [d8a5b969]: skipping (already done; pass --force to redo)
[629/17421] 2024-04-12 - Tu Darmstadt Publish On Architecture With 1000 Plus Atomic Qubits In A Single Plane [155e1121]: skipping (already done; pass --force to redo)
[630/17421] 2024-04-12 - Nec And D Wave Introduce New Quantum Offerings To Australian Market [a1416fc4]: skipping (already done; pass --force to redo)
[631/17421] 2024-04-12 - Fujitsu Develops Technique To Speed Up Quantum Circuit Computation In Quantum Simulator By 200 Times [67b8fcba]: skipping (already done; pass --force to redo)
[632/17421] 2024-04-12 - Novel Solutions For Continuously Loading Large Atomic Arrays [e13b966f]: skipping (already done; pass --force to redo)
[633/17421] 2024-04-12 - South Carolina Proposed 15 Million To Provide Quantum Computer Access [5288001d]: skipping (already done; pass --force to redo)
[634/17421] 2024-04-12 - Bluefors Launches Microwave Readout Module With A Twpa [caf4840e]: skipping (already done; pass --force to redo)
[635/17421] 2024-04-12 - Pasqal University Of Calgary And Quantum City Initiate New Quantum Computing Partnership [64576c52]: skipping (already done; pass --force to redo)
[636/17421] 2024-04-12 - Quantum Enhanced Generative Ai Generates Viable Cancer Drug Candidates [ea50bb69]: skipping (already done; pass --force to redo)
[637/17421] 2024-04-12 - Earlier Education Easy Access And More Collaboration New Working In Quantum Video Series Explores Routes To Growth [149789de]: skipping (already done; pass --force to redo)
[638/17421] 2024-04-12 - Planqc Led Researchers Achieve Continuous Operation Of 1200 Atom Array [5e1a57f3]: skipping (already done; pass --force to redo)
[639/17421] 2024-04-12 - Amazec Photonics Secures E1 5 Million In Seed Funding For Cardiovascular Diagnostics [820725cb]: skipping (already done; pass --force to redo)
[640/17421] 2024-04-12 - Quantinuum Led Scientists Non Abelian Topological Order Study Published In Nature [692bcb97]: skipping (already done; pass --force to redo)
[641/17421] 2024-04-12 - D Wave Announces Availability Of 1200 Qubit Advantage2 Prototype In The Leap Quantum Cloud Service [40b46d10]: skipping (already done; pass --force to redo)
[642/17421] 2024-04-12 - Oxford Instruments Announces Winner Of The 2024 Lee Osheroff Richardson Science Prize [36138352]: skipping (already done; pass --force to redo)
[643/17421] 2024-04-12 - Guest Post The Unexaggerated Magic Of Quantum Part Ii [f06a23c8]: skipping (already done; pass --force to redo)
[644/17421] 2024-04-12 - Pasqal Announces New Chairman Deputy Ceo And Creates New Divisions In Response To Rapid Growth [3ea7c6e3]: skipping (already done; pass --force to redo)
[645/17421] 2024-04-12 - Five Reasons To Love Quantum Technology On Valentines Day [7c770b48]: skipping (already done; pass --force to redo)
[646/17421] 2024-04-12 - White House Releases Updated List Of Critical And Emerging Technologies [6760602b]: skipping (already done; pass --force to redo)
[647/17421] 2024-04-12 - Research Quantum Education Outreach Pivotal To Delivering Quantums Potential [0814692c]: skipping (already done; pass --force to redo)
[648/17421] 2024-04-12 - South Korea Sets Stage For Technological Revolution With Quantum Computing Initiatives [ba787810]: skipping (already done; pass --force to redo)
[649/17421] 2024-04-12 - Ionq Opens Doors To First Dedicated Quantum Computing Manufacturing Facility In U S [307d25c4]: skipping (already done; pass --force to redo)
[650/17421] 2024-04-12 - Quantum Source Leverages Unique Technology To Revolutionize Quantum Computing Efficiency [fbffda5d]: skipping (already done; pass --force to redo)
[651/17421] 2024-04-12 - Boost Vcs Founder Start Program Aims To Inspire Would Be Deep Tech Entrepreneurs [f1a45133]: skipping (already done; pass --force to redo)
[652/17421] 2024-04-12 - Deciphering Quantum Enigmas The Role Of Nonlocal Boxes In Defining The Boundaries Of Physical Feasibility [e047976e]: skipping (already done; pass --force to redo)
[653/17421] 2024-04-12 - Uk Testing Whether Quantum Can Be The Engine For More Efficient Safer Rail Service [0c366e4d]: skipping (already done; pass --force to redo)
[654/17421] 2024-04-12 - New Roadmap To Position Europe As The Quantum Valley Of The World [bc733db7]: skipping (already done; pass --force to redo)
[655/17421] 2024-04-12 - Iqm Quantum Computers Announces New Co Ceo Structure [532f46b4]: skipping (already done; pass --force to redo)
[656/17421] 2024-04-12 - Quantum Machines Products Now Available Through Oxford Instruments Nanoscience For Streamlined Purchasing [255c3adb]: skipping (already done; pass --force to redo)
[657/17421] 2024-04-12 - Researchers Make Advance In Single Photon Sources At Room Temperature [e22c70be]: skipping (already done; pass --force to redo)
[658/17421] 2024-04-12 - Citi And Classiq Use Amazon Braket To Explore Quantum Solutions For Portfolio Optimization [803c947c]: skipping (already done; pass --force to redo)
[659/17421] 2024-04-12 - Research Team Takes A Fundamental Step Toward A Functioning Quantum Internet [5c205161]: skipping (already done; pass --force to redo)
[660/17421] 2024-04-12 - Quantum Motion Wins Bid To Deliver First Silicon Quantum Computing Prototype To Nqcc [71e70940]: skipping (already done; pass --force to redo)
[661/17421] 2024-04-12 - John Preskill Announced As 2024 Bell Prize Winner [07785efa]: skipping (already done; pass --force to redo)
[662/17421] 2024-04-12 - Orca Computing To Deploy Quantum Photonics Testbed To Uk National Quantum Computing Centre [f6cc57e6]: skipping (already done; pass --force to redo)
[663/17421] 2024-04-12 - Semiqon And Cmc Microsystems Collaboration Aims To Accelerate Development Of And Access To Silicon Based Quantum Computers [6bf0ad7e]: skipping (already done; pass --force to redo)
[664/17421] 2024-04-12 - Infleqtion Unveils 5 Year Quantum Computing Roadmap Advancing Plans To Commercialize Quantum At Scale [23968680]: skipping (already done; pass --force to redo)
[665/17421] 2024-04-12 - Nord Quantique Makes A Logical Qubit Out Of A Physical Qubit [cece02a1]: skipping (already done; pass --force to redo)
[666/17421] 2024-04-12 - Diraq Secures Usd 15 Million In Series A 2 Funding [8352533b]: skipping (already done; pass --force to redo)
[667/17421] 2024-04-12 - Silicon Quantum Computing Announces Simon Segars Former Arm Ceo As Its New Chair And Welcomes Fiona Pak Poy As A New Director [c2f1e684]: skipping (already done; pass --force to redo)
[668/17421] 2024-04-12 - Its About Time Crystals Research Team Uses Time Crystals As Quantum Computer Controls [672fdfbc]: skipping (already done; pass --force to redo)
[669/17421] 2024-04-12 - D Wave And Zapata Ai Announce Strategic Technical And Commercial Collaboration To Advance Quantum Enabled Machine Learning [21738c3f]: skipping (already done; pass --force to redo)
[670/17421] 2024-04-12 - Researchers Develop New Techniques For Making Qubits Out Of Erbium [c097cd65]: skipping (already done; pass --force to redo)
[671/17421] 2024-04-12 - Researchers Deep Tech Needs Old School Venture Capital [0f42ac10]: skipping (already done; pass --force to redo)
[672/17421] 2024-04-12 - In Conversation With Uk Nqccs Deputy Director For Innovation Simon Plant Quantum Testbed Initiative Has Industry National And Global Implications [1e74e753]: skipping (already done; pass --force to redo)
[673/17421] 2024-04-12 - Pasqal The Korea Advanced Institute Of Science And Technology Kaist And Daejeon City Forge Quantum Partnership [00641037]: skipping (already done; pass --force to redo)
[674/17421] 2024-04-12 - Global Quantum Symposium Gathers 40 Global Leaders Who Shape The Quantum Field March 18 20 2024 [21617f64]: skipping (already done; pass --force to redo)
[675/17421] 2024-04-12 - Quera To Build Advanced Quantum Computing Testbed In Uk [92c92c94]: skipping (already done; pass --force to redo)
[676/17421] 2024-04-12 - Eurohpc Ju Launches Procurement For New Quantum Computer In France [066ded15]: skipping (already done; pass --force to redo)
[677/17421] 2024-04-12 - Alliance Launches To Advance Post Quantum Cryptography [f4158a88]: skipping (already done; pass --force to redo)
[678/17421] 2024-04-12 - Quantum Innovation Summit 2024 Pioneering Quantum Technology In The Mena Region And Beyond [6cb3d9c1]: skipping (already done; pass --force to redo)
[679/17421] 2024-04-12 - A Physical Qubit With Built In Error Correction [149e943a]: skipping (already done; pass --force to redo)
[680/17421] 2024-04-12 - Quantinuum Researchers Shine A Light Into Ais Black Box [c4be8305]: skipping (already done; pass --force to redo)
[681/17421] 2024-04-12 - Unlocking The Potential Of Quantum 45 Million Investment To Drive Breakthroughs In Brain Scanners Navigation Systems And Quantum Computing [f102286a]: skipping (already done; pass --force to redo)
[682/17421] 2024-04-12 - What Is Quantum Computing [a4588ecc]: skipping (already done; pass --force to redo)
[683/17421] 2024-04-12 - Aquarks Unique Technique For Generating Cold Atoms Achieved By University Of Birmingham [6e80b008]: skipping (already done; pass --force to redo)
[684/17421] 2024-04-12 - Qusecure Contributes To White House Quantum Security Roundtable Addressing The Post Quantum Cybersecurity Threat [4a687d44]: skipping (already done; pass --force to redo)
[685/17421] 2024-04-12 - Ibm And Ionq Researchers Design Classical Algorithm To Tackle Recent Harvard Led Studys Computational Task [56311a0c]: skipping (already done; pass --force to redo)
[686/17421] 2024-04-12 - Quantware Launches Next Generation Crescendo S Concerto [9fe5c4da]: skipping (already done; pass --force to redo)
[687/17421] 2024-04-12 - Multiverse Computing And Single Quantum Launch Materials Science Research Contract With German Aerospace Center [52c76c4c]: skipping (already done; pass --force to redo)
[688/17421] 2024-04-12 - Quantum Industry Explained Applications Innovations Challenges [19cd0c45]: skipping (already done; pass --force to redo)
[689/17421] 2024-04-12 - Developing The Quantum Future With Bluefors Lab [3baaf6b7]: skipping (already done; pass --force to redo)
[690/17421] 2024-04-12 - Qnami Expands Into Japan And South Korea [9f97105e]: skipping (already done; pass --force to redo)
[691/17421] 2024-04-12 - Himadri Majumdar Semiqon Ceo Kpmg Tech Innovator Finalist Advances Quantum Computing With Silicon Based Processors [e445f416]: skipping (already done; pass --force to redo)
[692/17421] 2024-04-12 - Tqi Exclusive Orca Ceo On Why Integrated Photonics Division Acquisition Makes Solid Sense For Quantum [529b8181]: skipping (already done; pass --force to redo)
[693/17421] 2024-04-12 - Riverlane Mit Researchers Work On Quantum Algorithms For Fusion Energy [808afee6]: skipping (already done; pass --force to redo)
[694/17421] 2024-04-12 - Ontario Funds Quantum Tech Development With 14 9 Million Investment [e2106e7a]: skipping (already done; pass --force to redo)
[695/17421] 2024-04-12 - Swedish Company Conscience Ab Launch First Generation Quantum Device [0fedb6dd]: skipping (already done; pass --force to redo)
[696/17421] 2024-04-12 - Quantum City Challenge Inspires Quantum Community To Solve Real World Energy Challenges [56f18b79]: skipping (already done; pass --force to redo)
[697/17421] 2024-04-12 - Chinas Research Advance Could Allow Non Helium Cooling Of Quantum Computers [c0b28d00]: skipping (already done; pass --force to redo)
[698/17421] 2024-04-12 - Nu Quantum Cisco Launch Project To Create Modular And Scalable Quantum Network [f06328af]: skipping (already done; pass --force to redo)
[699/17421] 2024-04-12 - Epb And Oak Ridge National Laboratory Announce Plans For Research Collaborative Focused On Energy Resilience And Quantum Technology [608c7deb]: skipping (already done; pass --force to redo)
[700/17421] 2024-04-12 - Guest Post Quantum Exponentials Stuart Woods In Conversation With Mandy Birch [2b940ed6]: skipping (already done; pass --force to redo)
[701/17421] 2024-04-12 - Qubit Pharmaceuticals Institut Curie And The University Of Bordeaux Team Up On Cancer Therapy Development [bba6ac1f]: skipping (already done; pass --force to redo)
[702/17421] 2024-04-12 - French National Quantum Update January 2024 [238dae61]: skipping (already done; pass --force to redo)
[703/17421] 2024-04-12 - Andretti Acquisition Zapata Ai Merger Gets Sec Approval Another Step Toward Public Listing [d04615c7]: skipping (already done; pass --force to redo)
[704/17421] 2024-04-12 - Quantum Computing Can Help Unlock Understanding Of Aging And Disease [1b3c173c]: skipping (already done; pass --force to redo)
[705/17421] 2024-04-12 - Orca Computing Leaps Forward In Quantum Computing Race With Acquisition [3b34d985]: skipping (already done; pass --force to redo)
[706/17421] 2024-04-12 - Quantum Computing Takes The Stage In Cleveland Clinic Ceo Tom Mihaljevics 2024 State Of The Clinic Address [b9c941dc]: skipping (already done; pass --force to redo)
[707/17421] 2024-04-12 - Planqc And D Fine Win Contract From Quantum Computing Initiative Of The German Aerospace Center [3efd5566]: skipping (already done; pass --force to redo)
[708/17421] 2024-04-12 - Infleqtion Acquires Silicon Photonics Leaders Sinoptiq Inc And Morton Photonics Inc [85d67402]: skipping (already done; pass --force to redo)
[709/17421] 2024-04-12 - Ionq Achieves Technical Milestone One Year Ahead Of Schedule [2ec68973]: skipping (already done; pass --force to redo)
[710/17421] 2024-04-12 - U S Air Force Collaborators Award Quantum Technology Grants [3cf18ccc]: skipping (already done; pass --force to redo)
[711/17421] 2024-04-12 - Tqi Exclusive Uk Tech Envoy Uk Quantum Ecosystems Strengths Make It A Strategic Global Partner [cfee5b8a]: skipping (already done; pass --force to redo)
[712/17421] 2024-04-12 - Guest Post Errare Quantum Est But We Are Learning To Grapple With It [8f5474eb]: skipping (already done; pass --force to redo)
[713/17421] 2024-04-12 - Rescale Ionq Launch Partnership To Accelerate Hybrid Quantum Computing [d988fd07]: skipping (already done; pass --force to redo)
[714/17421] 2024-04-12 - Using Scotch Tape And Quantum Mechanics Scientists See Signs Of Global Room Temperature Superconductivity In Graphite [7a3bfae7]: skipping (already done; pass --force to redo)
[715/17421] 2024-04-12 - Quantum Algorithm Can Be Used To Optimize Telecommunication Networks [5152bc3a]: skipping (already done; pass --force to redo)
[716/17421] 2024-04-12 - Call For Proposals Eureka Network Seeks Applied Quantum Technologies [7ed61a35]: skipping (already done; pass --force to redo)
[717/17421] 2024-04-12 - D Wave Announces 1200 Qubit Advantage2 Prototype In New Lower Noise Fabrication Stack Demonstrating 20X Faster Time To Solution On Important Class Of Hard Optimization Problems [5a05e317]: skipping (already done; pass --force to redo)
[718/17421] 2024-04-12 - Thales And Quantinuum Launch Starter Kit To Prepare Enterprises For Post Quantum Cryptography Changes Ahead [309eac6e]: skipping (already done; pass --force to redo)
[719/17421] 2024-04-12 - Fujitsu Announces Winners Of The Fujitsu Quantum Simulator Challenge [d5570765]: skipping (already done; pass --force to redo)
[720/17421] 2024-04-12 - Tqi Exclusive Photonics Illuminating Quantum Technology Trends Challenges And Opportunities [011c05ae]: skipping (already done; pass --force to redo)
[721/17421] 2024-04-12 - Psiquantum Mitsubishi Partner To Use Quantum Computers To Design Energy Efficient Materials [8b383cc3]: skipping (already done; pass --force to redo)
[722/17421] 2024-04-12 - Taiwans 5 Qubit Superconducting Quantum Computer Goes Online Ahead Of Schedule [93b4f9f1]: skipping (already done; pass --force to redo)
[723/17421] 2024-04-12 - The University Of New Mexico Launches The Quantum New Mexico Institute [39515bdd]: skipping (already done; pass --force to redo)
[724/17421] 2024-04-12 - Alice Bob Led Research Shows Novel Approach To Error Correction Could Reduce Number Of Qubits For Useful Quantum Computing [bb784fa5]: skipping (already done; pass --force to redo)
[725/17421] 2024-04-12 - Google Quantum Ai Lab A Fusion Of Art Science To Inspire Next Gen Computing [039265e6]: skipping (already done; pass --force to redo)
[726/17421] 2024-04-12 - Phasecraft Suite Of Algorithms Simulates Materials On Near Term Quantum Computers [1728136e]: skipping (already done; pass --force to redo)
[727/17421] 2024-04-12 - India Announces 740 Million Us National Quantum Mission Plans Tech Hubs [5da983c4]: skipping (already done; pass --force to redo)
[728/17421] 2024-04-12 - Oak Ridge National Lab Promotes Quantum Roadmap Reveals Projects Impacts [7f3a8c92]: skipping (already done; pass --force to redo)
[729/17421] 2024-04-12 - Guest Post Quantum The Next Generation How Oqtant Can Be Used To Train The Next Generation Of Quantum Researchers [76b69d60]: skipping (already done; pass --force to redo)
[730/17421] 2024-04-12 - Purdue Connected Quantum Research Sciences Receives U S Air Forces First Quantum Computing Phase Iii Contract [5d58ab87]: skipping (already done; pass --force to redo)
[731/17421] 2024-04-12 - Sam Mugel Unveils Multiverse Computings Role In Nisq The Future Of Quantum Tech [162b0174]: skipping (already done; pass --force to redo)
[732/17421] 2024-04-12 - Psirch Places Amazons Steve Flammia As Quantum Center Director At Virginia Tech In Partnership With Northrop Grumman [c2f1cab2]: skipping (already done; pass --force to redo)
[733/17421] 2024-04-12 - New Approach Could Make Quantum Computers A Catalyst For Computational Chemistry [bf017dd0]: skipping (already done; pass --force to redo)
[734/17421] 2024-04-12 - Silicon Quantum Dot Technology Could Advance Quantum Current Standards [ab495297]: skipping (already done; pass --force to redo)
[735/17421] 2024-04-12 - Mass Producible Miniature Quantum Memory [79c8cbb5]: skipping (already done; pass --force to redo)
[736/17421] 2024-04-12 - D Wave Names Kirstjen Nielsen Former Secretary Of Homeland Security To Board Of Directors [84a95f7f]: skipping (already done; pass --force to redo)
[737/17421] 2024-04-12 - Microsoft Unveils Open Source Azure Quantum Resource Estimator Prepares For Fault Tolerant Quantum Computing [5151cb7c]: skipping (already done; pass --force to redo)
[738/17421] 2024-04-12 - Nato Ensures Quantum Ready Alliance With Its First Ever Quantum Strategy [0528a906]: skipping (already done; pass --force to redo)
[739/17421] 2024-04-12 - Portal For Airbus Bmw Group The Quantum Mobility Quest Is Now Open [af5da362]: skipping (already done; pass --force to redo)
[740/17421] 2024-04-12 - Guest Post Scaling Up Cryogenics For Quantum Computing [558b2177]: skipping (already done; pass --force to redo)
[741/17421] 2024-04-12 - Bless This Mess Qubits Can Last In Cluttered Environments [5ecf2c14]: skipping (already done; pass --force to redo)
[742/17421] 2024-04-12 - Us Tops User List For Chinas Quantum Computer Origin Wukong [0aea2478]: skipping (already done; pass --force to redo)
[743/17421] 2024-04-12 - Quera And Pawsey Partner To Drive Innovation In Quantum Computing And Supercomputing [9e7dee30]: skipping (already done; pass --force to redo)
[744/17421] 2024-04-12 - Accenture And Sandboxaq Collaborate To Help Organizations Protect Data Against Ai Driven Cyber Threats And Quantum Based Decryption Attacks [8a44c536]: skipping (already done; pass --force to redo)
[745/17421] 2024-04-12 - Honeywell Announces The Closing Of 300 Million Equity Investment Round For Quantinuum At 5 Billion Pre Money Valuation [fd9abb84]: skipping (already done; pass --force to redo)
[746/17421] 2024-04-12 - Microsofts Krysta Svore Explores The Present Status Of Qc Its Future Implications On Hansel Minutes Podcast [0e349ce7]: skipping (already done; pass --force to redo)
[747/17421] 2024-04-12 - French Tech Leaders Urge Eu To Boost Funding For Quantum Technology [ae8ca289]: skipping (already done; pass --force to redo)
[748/17421] 2024-04-12 - Rigetti Computing Awarded Innovate Uk Grant To Develop Quantum Machine Learning Techniques For Financial Data Streams [faf3077d]: skipping (already done; pass --force to redo)
[749/17421] 2024-04-12 - Lg Electronics Researchers Develop New Method For Quantum Secure Communication [604bc4cc]: skipping (already done; pass --force to redo)
[750/17421] 2024-04-12 - Tqi Exclusive Harvard And Quera Scientists Say Shuttling Qubits Parallelism May Power The Ride To Practical Quantum Computing [2d559215]: skipping (already done; pass --force to redo)
[751/17421] 2024-04-12 - Qphox Raises E8 Million To Build Towards Quantum Internet [a9954ab7]: skipping (already done; pass --force to redo)
[752/17421] 2024-04-12 - Guest Post The Unexaggerated Magic Of Quantum [311deeef]: skipping (already done; pass --force to redo)
[753/17421] 2024-04-12 - Qdi Systems Secures E5 Million To Scale Quantum Dots Technology For Image Sensors [1c54d2b9]: skipping (already done; pass --force to redo)
[754/17421] 2024-04-12 - Q Ctrl Partners With Usgs To Pioneer Quantum Sensing And Computing Applications [ef228505]: skipping (already done; pass --force to redo)
[755/17421] 2024-04-12 - Chinese Researchers Use Quantum To Protect E Commerce Transactions [7e412e56]: skipping (already done; pass --force to redo)
[756/17421] 2024-04-12 - Finnish Quantum Flagship Receives E13 Million Boost [24063c53]: skipping (already done; pass --force to redo)
[757/17421] 2024-04-12 - Pasqal Joins Forces With Mila To Enhance Generative Modeling In Quantum Ai [cb606f76]: skipping (already done; pass --force to redo)
[758/17421] 2024-04-12 - Asia Times Video Offers Glimpse Of Foreign Tech In Chinas Quantum Computing Program [ea70f5e4]: skipping (already done; pass --force to redo)
[759/17421] 2024-04-12 - Iec And Iso Launch New Joint Technical Committee On Quantum Technologies [432613bb]: skipping (already done; pass --force to redo)
[760/17421] 2024-04-12 - Entrust Introduces First Commercially Available Post Quantum Ready Pki Platform [cf1f32c8]: skipping (already done; pass --force to redo)
[761/17421] 2024-04-12 - Quantum Particles Unlike The Cheshire Cat Cant Separate From Their Properties After All [72a89e73]: skipping (already done; pass --force to redo)
[762/17421] 2024-04-12 - Vinnova Finances A Swedish Platform For Quantum Technology [f51b1279]: skipping (already done; pass --force to redo)
[763/17421] 2024-04-12 - Hold 8 P M Et Riken Selects Quantinuum System Model H1 For Large Scale Hybrid Quantum Supercomputing Platform In Japan [f83c0fb6]: skipping (already done; pass --force to redo)
[764/17421] 2024-04-12 - Quantum Delta Nl Nwo Awards E10 4 Million To 19 Dutch Quantum Research Projects [f0b0c917]: skipping (already done; pass --force to redo)
[765/17421] 2024-04-12 - Energy Storage Materials Discovery Kick Off Three Year Collaboration With Microsoft [4da2e97f]: skipping (already done; pass --force to redo)
[766/17421] 2024-04-12 - Infleqtion Strengthens Strategic Vision With Key Directorial And Advisory Additions [f5bf3c68]: skipping (already done; pass --force to redo)
[767/17421] 2024-04-12 - Polarisqb And Scientist Com Partner To Offer Online Access To Quantum Aided Drug Design [3361aeb9]: skipping (already done; pass --force to redo)
[768/17421] 2024-04-12 - Quantum Thermal Transistors Harnessing Quantum Measurement And Feedback [606fb9e1]: skipping (already done; pass --force to redo)
[769/17421] 2024-04-12 - New Strategy Reveals Full Chemical Complexity Of Quantum Decoherence [e0522715]: skipping (already done; pass --force to redo)
Wrote /home/lv/IDP/idpdeeptech/pipeline/news_outputs/manifest.json (17421 articles)

Running 16652 company pipeline(s) with 4 workers...
Note: parallel terminal output interleaves. Each company's clean trace is in its own site_outputs/<slug>/website/run.log

